1733231897.498994 | 1.70619 | 0.40466
1733231897.565716 | 3.5758 | -0.5945
1733231897.632273 | 4.25022 | -0.274618
1733231897.698941 | 5.40106 | -1.32069
1733231897.765561 | 4.17829 | 0.50482
1733231897.832306 | 5.35686 | -0.115809
1733231897.899159 | 4.49918 | -1.08285
1733231897.965688 | 3.21193 | -0.61085
1733231898.032107 | 4.56668 | 0.886325
1733231898.098795 | 5.72749 | -0.583876
1733231898.165672 | 3.87182 | -1.98753
1733231898.232262 | 4.2054 | 1.15345
1733231898.298800 | 2.12274 | -0.537578
1733231898.365557 | 1.46825 | -0.704911
1733231898.432415 | 3.58723 | -0.0860619
1733231898.498967 | 1.8819 | -1.04074
1733231898.565341 | 2.02163 | -0.885651
1733231898.632041 | 1.71993 | -0.524677
1733231898.698679 | 2.08345 | -1.34614
1733231898.765303 | 2.12116 | 0.0371606
1733231898.831958 | 3.19935 | -1.59131
1733231898.898630 | 4.0187 | -0.589804
1733231898.965260 | 6.0373 | 0.832688
1733231899.031918 | 5.40964 | -0.836612
1733231899.098625 | 5.39983 | -2.5733
1733231899.165293 | 5.99276 | 0.0359054
1733231899.231958 | 6.54969 | -0.0935133
1733231899.298668 | 4.42323 | -2.04002
1733231899.365297 | 5.75574 | -0.817725
1733231899.431955 | 4.92846 | -1.20743
1733231899.498673 | 3.07733 | -0.396123
1733231899.565311 | 3.53906 | -0.104661
1733231899.631992 | 2.02041 | -1.06156
1733231899.698659 | 1.66797 | -0.62792
1733231899.765257 | 2.81576 | -1.27807
1733231899.831925 | 2.83694 | -3.72426
1733231899.898600 | 2.20563 | -1.05686
1733231899.965316 | 3.13287 | -0.0621449
1733231900.032047 | 3.06382 | -2.73032
1733231900.098692 | 3.14003 | -0.733417
1733231900.165321 | 0.619745 | -0.703031
1733231900.232009 | 0.601143 | -2.36516
1733231900.298815 | 3.3914 | -0.16367
1733231900.365499 | 4.06496 | 0.46331
1733231900.432029 | 4.37291 | -0.957533
1733231900.498622 | 4.90308 | 0.466065
1733231900.565315 | 6.63581 | -1.41046
1733231900.632058 | 5.90077 | -1.72
1733231900.698760 | 4.10229 | -0.722531
1733231900.765463 | 0.783699 | -2.25588
1733231900.832034 | 2.17472 | -0.794437
1733231900.898635 | 1.65141 | 2.24888
1733231900.965304 | 0.439026 | -1.36911
1733231901.031927 | 1.11705 | -2.71789
1733231901.098596 | 0.714181 | -0.953089
1733231901.165296 | 1.29539 | -1.12461
1733231901.231982 | 0.593785 | 0.312859
1733231901.298668 | 0.909163 | 0.28353
1733231901.365343 | 1.40454 | -1.74684
1733231901.431990 | 1.33428 | -3.30892
1733231901.498663 | 1.58728 | -1.27197
1733231901.565326 | 0.640956 | -1.88302
1733231901.631986 | 2.21932 | -2.59837
1733231901.698652 | -1.52198 | 0.862787
1733231901.765311 | -3.03713 | 0.937678
1733231901.831995 | -5.70927 | -3.22736
1733231901.898923 | -6.87517 | -2.31069
1733231901.965572 | -5.82345 | 0.0156835
1733231902.032014 | -6.54959 | -3.25303
1733231902.098681 | -4.98278 | -0.86285
1733231902.165315 | -1.4076 | -0.0342117
1733231902.231985 | -1.30952 | -2.68387
1733231902.298647 | -0.388808 | -0.664727
1733231902.365267 | -2.13394 | -1.22022
1733231902.431888 | -0.511706 | -2.35125
1733231902.498515 | 0.181197 | -0.209036
1733231902.565170 | 0.122068 | 1.18272
1733231902.632123 | -1.10696 | -2.5386
1733231902.698812 | -1.11413 | -1.73694
1733231902.765220 | -0.704584 | 0.717412
1733231902.831871 | -1.08576 | -2.36916
1733231902.898598 | -0.537578 | 0.207737
1733231902.965236 | -1.70429 | 0.0944224
1733231903.031845 | -3.5895 | -1.43167
1733231903.098546 | -3.13878 | -1.27137
1733231903.165212 | -2.84164 | -0.925619
1733231903.231873 | -0.655418 | -0.44518
1733231903.298545 | -0.267452 | -0.957977
1733231903.365209 | 0.290064 | -1.12944
1733231903.431872 | -0.20041 | -0.756166
1733231903.498544 | 0.623909 | -3.60007
1733231903.565206 | 0.22637 | -1.16236
1733231903.631841 | -1.74173 | -1.40848
1733231903.698529 | -0.320976 | -1.30969
1733231903.765218 | -0.437414 | -1.26249
1733231903.831846 | -0.773865 | -1.82676
1733231903.898525 | -0.746899 | -1.60411
1733231903.965182 | -0.392847 | -0.735263
1733231904.031850 | -2.20876 | -3.23255
1733231904.098576 | -0.984334 | -1.72946
1733231904.165223 | -0.646331 | -0.215274
1733231904.231834 | -0.588979 | -3.16604
1733231904.298512 | -1.30916 | -1.23102
1733231904.365170 | 0.00824591 | -1.02281
1733231904.431796 | -1.32444 | -3.40091
1733231904.498495 | -0.674452 | -1.33226
1733231904.565170 | -2.74651 | -2.64474
1733231904.631812 | -2.83104 | -2.32807
1733231904.698503 | -3.39899 | -1.54467
1733231904.765159 | -1.65675 | -1.16762
1733231904.831795 | -1.44252 | 0.0417136
1733231904.898474 | 0.189902 | -1.22098
1733231904.965138 | -0.0861431 | -0.565659
1733231905.031834 | 1.33291 | -0.380674
1733231905.098556 | 0.896904 | -0.571734
1733231905.165185 | 1.90596 | -0.513254
1733231905.231803 | 2.15525 | -0.765781
1733231905.298504 | 1.58527 | -0.379167
1733231905.365171 | 0.738071 | -0.460038
1733231905.431883 | 0.918942 | -0.781197
1733231905.498686 | 0.386737 | 0.329085
1733231905.565475 | 0.468337 | -0.659424
1733231905.632111 | 0.173576 | -2.04105
1733231905.698681 | 0.589324 | -0.342131
1733231905.765241 | 0.236591 | -1.03023
1733231905.831837 | 0.259151 | -1.36137
1733231905.898539 | 1.22624 | -1.40836
1733231905.965210 | 0.274893 | -1.55056
1733231906.031839 | 0.428975 | -1.18705
1733231906.098493 | 0.890005 | -0.673809
1733231906.165185 | -1.04876 | -2.47095
1733231906.231859 | -0.0518917 | -2.32791
1733231906.298532 | 0.0534954 | -2.81499
1733231906.365187 | 1.1752 | -0.984665
1733231906.431855 | -0.614138 | -1.01492
1733231906.498539 | -0.206291 | -1.59463
1733231906.565117 | -2.28765 | -1.9343
1733231906.631684 | -0.305746 | -1.25659
1733231906.698386 | -1.99144 | -2.14815
1733231906.765086 | -1.04033 | -0.925499
1733231906.831746 | 0.0150094 | -1.87295
1733231906.898422 | 0.203402 | -0.907026
1733231906.965056 | 0.234436 | -0.856949
1733231907.031683 | -0.260269 | -0.851074
1733231907.098362 | -0.258357 | -1.32804
1733231907.165056 | -0.944836 | -2.11939
1733231907.231936 | 0.0540038 | -2.43378
1733231907.298612 | -0.214928 | -1.51335
1733231907.365094 | -0.664634 | -1.7483
1733231907.431723 | -0.387564 | -1.83126
1733231907.498388 | -0.873119 | -0.94418
1733231907.565082 | 0.288512 | -0.409842
1733231907.631812 | -0.231934 | -0.654582
1733231907.698484 | -0.398712 | -1.48402
1733231907.765047 | -0.808371 | -0.814683
1733231907.831679 | -0.851458 | -0.639899
1733231907.898355 | -0.837382 | -1.42063
1733231907.965055 | -0.823428 | -0.951047
1733231908.031763 | -1.59262 | -1.05863
1733231908.098425 | -2.17159 | -0.970618
1733231908.165042 | -1.32193 | -1.05956
1733231908.231717 | -1.16897 | -0.731781
1733231908.298385 | -0.913098 | -0.534238
1733231908.365010 | 0.969422 | -0.62114
1733231908.431676 | 0.60571 | -0.465796
1733231908.498384 | 0.563344 | -0.389271
1733231908.565051 | 0.867753 | -1.55753
1733231908.631677 | -1.40476 | -0.10401
1733231908.698383 | -0.403157 | -0.381828
1733231908.765090 | -0.778731 | -1.79659
1733231908.831722 | -0.0706527 | -0.427819
1733231908.898352 | -1.49911 | -1.15616
1733231908.965053 | -1.09003 | -1.08619
1733231909.031772 | -0.752885 | -1.34805
1733231909.098393 | 0.384209 | -1.97322
1733231909.165052 | -0.647736 | -1.72741
1733231909.231764 | -1.46138 | -0.957354
1733231909.298418 | -1.00959 | -0.500129
1733231909.365088 | -1.95293 | 1.25906
1733231909.431803 | -0.56843 | 0.290404
